Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
9.380619722152433,16.584619647470575,1.7095910886107202,0.006458039638030405,2.632768371940744e-9,-8.799347638010661e-9,-9.988181818139728e-9,7.204,-9.998636456612076e-9,9.998636456612076e-9,61.78119923468546,1
7.841592313171677,17.566592213273907,1.0476818548999731,0.00768096297997709,2.6327683719406213e-9,-8.799346034856884e-9,-9.982272727176227e-9,9.725,-9.998636456612063e-9,9.998636456612063e-9,52.542449329588344,2
6.914968785269849,17.817968673574352,0.7734806599036089,0.008012342486348517,2.6327683719404497e-9,-8.799344298094965e-9,-9.964545454142076e-9,10.903,-9.998636456612015e-9,9.998636456612015e-9,42.18459943569907,3
12.670240075596098,11.822092475464107,0.6440962776993309,0.007484409090793414,2.632768371939888e-9,-8.79934241032232e-9,12.33514747263195,11.487,-9.998636456611678e-9,9.998636456611678e-9,42.99033965582446,4
11.650372421285518,13.593558770619346,0.6949128109500414,0.008089368531872573,2.6327683719398016e-9,-8.799342410322307e-9,9.46581352394613,11.409,-9.998636456611613e-9,9.998636456611613e-9,41.14431262395732,5
10.509098568529765,14.993524943613295,0.7565899186782634,0.00802475308320642,2.632768371939767e-9,-8.7993424103223e-9,5.640573511036429,10.125,-9.998636456611582e-9,9.998636456611582e-9,36.88410756762797,6
8.90163294451362,16.806396937606134,0.832948693978167,0.008624595344154174,2.6327683719397416e-9,-8.799342410322297e-9,3.133272827037984,12.173,-9.998636363306446e-9,1.134963055508097,29.37458177419008,7
11.709924450474837,13.735800364887917,0.9603617744564131,0.007617952667369512,2.6327683719397404e-9,-8.799342410322297e-9,0.7648366612964141,14.443,-9.99863658535105e-9,11.6522872772291,27.449999655497656,8
12.83375582649133,12.30721061613489,1.0929633515412867,0.007735863425276389,2.6311311813642525e-9,-8.799287057764074e-9,-9.997703092110283e-9,23.686,-9.997261685157355e-9,24.212544980865754,27.950217605336274,9
18.212502986534457,7.967312527517197,1.2458968424448467,0.007419945790251255,2.6311311813642633e-9,-8.799287057764074e-9,-9.997703092110278e-9,24.863,-9.997258132443676e-9,35.10819021775657,37.68314854140267,10
21.757298714008428,5.166344754550611,1.375697113600283,0.009385880072902756,2.6311311813643055e-9,-8.799287057764074e-9,-9.997703092110253e-9,25.781,-9.997258132443676e-9,42.37195370901713,53.444554802887595,11
23.825906467627178,3.486078152337201,1.486710605859715,0.008434918100113035,2.631131181364358e-9,-8.799287057764076e-9,-9.997703092110222e-9,25.891,-9.997258132443676e-9,46.230828063749286,72.76739170241308,12
23.507799025312682,3.7633212775352622,1.580114620160538,0.007862292055528823,2.6311311813644043e-9,-8.799287057764077e-9,-9.99800810534654e-9,27.016,-9.997258132443676e-9,46.760477484987035,91.52464556280162,13
20.86103747927091,5.923828981976561,1.659073399868267,0.008462815373199931,2.6311311813644634e-9,-8.799287057764079e-9,-9.998008105346514e-9,29.856,-9.997258132443676e-9,44.79320820610397,105.71499363523125,14
19.415206020393224,7.023491762986355,1.7473558246216865,0.009029506561284513,2.6311311813645346e-9,-8.799287057764079e-9,-9.998008105346482e-9,27.105,-9.997258132443676e-9,39.49671399372649,117.48712217976778,15
15.950003635634069,9.594344346205133,1.8379175183946892,0.008322229098843023,2.631131181364624e-9,-8.799287057764082e-9,-9.998008105346443e-9,24.591,-9.997261685157355e-9,30.946659050888552,123.52499850472526,16
9.001545854544796,14.81551701199307,1.8699400807140116,0.008341794126232536,2.6327683719401126e-9,-8.799342410322359e-9,-9.984999999958351e-9,25.411,-9.99863658535105e-9,19.597028595795326,118.0017259051494,17
2.854592566596065,23.23847083412012,1.3879983412706955,0.007633499624744806,2.6327683719400712e-9,-8.799342410322357e-9,-9.984999999961901e-9,26.891,-9.99863658535105e-9,6.507121470919544,98.63704155100156,18
-9.999912929062383e-9,27.449999685494905,-9.999912929062383e-9,0.00765040951245598,1.0005434650750042e-8,-9.999899709623412e-9,9.99991292944145e-9,27.45,-9.999918155364102e-9,9.999918155364102e-9,72.55954184028148,19
24.913718306446427,4.137242713255774,2.7236100976224504,0.007911159657259578,2.6327683719397933e-9,-8.799342410322307e-9,50.211475286210614,29.435,-9.998636456611603e-9,9.998636456611603e-9,92.29719365381261,20
18.507990770603822,7.458228226510139,2.931470389074032,0.007803854226527048,2.6327683719397615e-9,-8.799342410322302e-9,39.13976225056364,28.09,-9.998636456611578e-9,9.998636456611578e-9,102.7944680707016,21
12.017967467573692,12.545349302337303,3.0288654477455927,0.007934616164461896,2.6327683719397453e-9,-8.799342410322299e-9,25.265617894676346,25.793,-9.998636456611567e-9,9.998636456611567e-9,102.29345532767617,22
8.253819107853506,15.897902841594549,3.0741453869819395,0.00885641722894043,2.6327683719397346e-9,-8.799342410322297e-9,11.179916065388918,18.824,-9.99863645661156e-9,9.99863645661156e-9,95.03157578062219,23
9.424330932549736,14.066667721986766,3.788317419103066,0.008899905159517852,2.6327683719397284e-9,-8.799342410322297e-9,4.13266311018293,8.775,-9.998636456611559e-9,9.998636456611559e-9,90.62135583065701,24
8.862547809562432,13.686785936856625,4.674605201471182,0.007877748154921548,2.6327683719397325e-9,-8.799342410322297e-9,2.379761788035766,7.204,-9.998636456611557e-9,9.998636456611557e-9,86.03832960972753,25
