Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
7.477708169740508,10.35391040112075,2.949233318680461,0.1379175663062577,0.5554488229072629,3.1784754358428198,3.891376272,4.91559798700635e-15,-4.91559798700635e-15,62.34393658848723,1
7.714295553170512,10.481486086359379,1.4541842249742782,0.1368027838039481,0.635438046142351,3.503800263407078,3.858637756,4.381081960724091e-15,-4.381081960724091e-15,59.715105581957815,2
7.728996233476876,10.529697404105436,1.0688864140326317,0.12226752616150799,0.7549842523865116,3.263315870655177,3.963242994,9.947742779361884e-16,-9.947742779361884e-16,57.05443946986068,3
7.773609180877193,10.631837042562134,0.7865150289130024,0.11318054626253263,0.8967869545426861,3.4627559198299385,4.132282962,-9.213695102399434e-16,9.213695102399434e-16,54.339123001259985,4
7.768806668984479,10.508193755371082,0.6559127858898178,0.2396665828312293,1.0432394831759657,2.5075072190123113,4.581515179,-2.530156867406278e-16,2.530156867406278e-16,51.73670526919271,5
7.725269892502865,10.373526487142605,0.6894687877498885,0.3823656833282755,1.2395229495993432,2.361266880700345,5.162331822,2.2212692058398825e-15,-2.2212692058398825e-15,49.22086150428496,6
8.398697658866672,9.589643862782896,0.6927352313394333,0.5927942332096532,1.3758651373725952,2.160108388602282,5.899239976,3.3699328937535205,1.3564478573456702,48.089462610564546,7
8.121511364506606,9.490158182379986,0.699211433575856,0.8850132764011991,1.442672495916792,2.1208268729881032,8.815176394,8.422154441268859,3.0538128255391643,46.789248133584834,8
8.951432943622928,8.974374543530873,0.7038764640627271,1.0151542326221181,1.5030995342070252,1.8316875594930353,9.263618488,12.02623658745761,4.353729911811304,46.76745361367229,9
9.827288105805478,8.157640089073665,0.8069442432199518,1.0252983499197894,1.5287787208713652,2.197476239469523,8.48467442,16.654658211038033,5.20788254946115,48.35361922956751,10
10.342516746360236,8.045103672618618,0.6938091551428296,1.0680360811193927,1.5182471920186982,1.8266432471863283,8.487606357,17.995547221703173,5.7066519683249455,50.536161649622045,11
7.546896104418103,6.724526455986228,3.976463423044773,1.7467959717109018,1.2812862965823537,4.155710636816534,15.40057905,15.601370333361,9.119009162813182,51.31741281563232,12
10.925002094244505,7.750092602653932,0.72497538927962,1.1693239878468005,1.5606587397533505,1.8354494636800378,8.686948972,17.440963095206033,6.403453097681221,54.33357683264337,13
10.786239441579674,7.696603535977789,0.8506837176437889,1.2710276978005504,1.621531102404429,1.790358360783104,9.345073048,14.394656166501447,6.576418858528955,57.26873094296516,14
8.852227845158387,7.4081021875513136,2.1035933538730536,2.00671755120765,1.556896284803328,2.8099676480489952,13.98699289,8.989543273009927,7.185163758778247,58.64065031769188,15
8.926597177528448,8.33447205900968,1.3178519715034596,2.2589846426277562,1.6940019506564172,2.2635586715300775,13.11970489,5.623571499746356,4.4878792491031625,59.2031691802847,16
8.630684013270121,8.149403069010402,2.4250977806413903,2.3358938139750287,1.7530486662412328,2.593121007614652,10.5067569,2.27613100975639,1.4486764647683892,59.66038607733144,17
9.671760546551436,8.378464504525217,1.378207724434289,2.505204331079716,1.8608767534271597,1.855481956018518,8.918261815,-4.297757143227038e-15,4.297757143227038e-15,60.88901731725635,18
9.278914085199906,8.085105268731912,2.0904967631388347,2.9934154068461485,1.8376864603141623,1.978982754547946,10.621929,-3.5029094617505605e-15,3.5029094617505605e-15,62.02313569290094,19
8.677452445186436,7.608757217059615,4.026486742074074,4.043700709489312,1.7843971531624465,2.2152651558015117,14.19470429,-2.6331829605083567e-15,2.6331829605083567e-15,63.03839615962142,20
8.830100157518554,9.115309472208839,1.4471932556141467,4.50189863308685,1.6630206183535465,1.9170307655106744,16.95455871,-2.8883826420250964e-15,2.8883826420250964e-15,62.767447310665645,21
7.083029551999622,4.5627754406949075,13.77189159454742,6.4918321988812835,1.3577663783670966,3.6416891224743955,20.47695293,-2.9362914699178358e-15,2.9362914699178358e-15,65.16168871640512,22
8.092937258920733,8.620534703347998,3.927175728575416,4.601758389754469,1.5725126030578336,2.193020287312233,17.43930468,-2.4276600658864017e-15,2.4276600658864017e-15,64.6604711441992,23
7.646425948090409,7.231861111964917,9.532490572832833,2.6771499771577068,1.5592862789331345,2.5451722578270064,10.0685547,-1.553878816539678e-15,1.553878816539678e-15,65.05430773851843,24
9.366273182241825,8.263121842703923,4.911981717303993,1.058821397678742,1.4651229526087628,2.241492023391836,3.891376272,8.830949509831218e-16,-8.830949509831218e-16,66.10230151107943,25
8.670745703435864,8.69118384337455,5.034835744394216,0.7591049027228024,1.3078499403186423,1.9650348615337203,3.858637756,2.5674722444824476e-15,-2.5674722444824476e-15,66.08288527813768,26
8.063658882354378,9.123192113764077,5.585365075669744,0.5486376525583979,1.074917587395642,1.9498630597930624,3.963242994,1.853211737427678e-15,-1.853211737427678e-15,65.07632870829846,27
