Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
23.155559950497576,28.544085587681835,4.372106366349595,2.3657515555456923e-10,-7.215209673591628e-9,-6.786780393825114e-9,3.892483486,-1.2521040601975413e-16,1.2521040601975413e-16,132.87564527604215,1
23.629825976766952,29.120792178526806,2.7253326623005925,-3.31494841092837e-10,-7.21520967359632e-9,-6.658251609783158e-9,3.97301733,-6.278972463786569e-17,6.278972463786569e-17,127.6592273843703,2
23.619906624551817,29.55849690564425,2.015704341763656,6.926173835937031e-10,-7.215209673602277e-9,-6.5190120937555e-9,4.404666059,-3.3377264677166414e-17,3.3377264677166414e-17,122.01756661733249,3
23.67071903581203,29.745625647678338,1.6259259468544582,2.0575398510085485e-11,-7.215209673610074e-9,-6.367664793746431e-9,4.530259663,-1.950143632808985e-17,1.950143632808985e-17,116.2464053360595,4
23.357641301118083,29.9769973999351,1.7425933105769071,1.3475561845578324e-10,-7.215209673618134e-9,-6.367664793746432e-9,5.036884463,-1.3282166282708122e-17,1.3282166282708122e-17,109.95801704218333,5
22.93383067233161,30.30317337689615,1.8700535818975204,1.245124320841658e-10,-7.215209673632269e-9,-6.367664793746432e-9,5.738301168,-1.0905568854919546e-17,1.0905568854919546e-17,102.95714147284703,6
23.855010408943418,29.318869038025664,2.022589349371184,1.1451980529611566e-10,-7.215209673657415e-9,-6.36766479374643e-9,6.656826109,1.0341996017653954,2.9225431341114216,97.7664757752189,7
27.311011309166435,25.948077732377275,2.2066137652227855,7.227912860501882e-11,-7.215209673690759e-9,-6.36766479374643e-9,9.947372637,1.5406244642968971,13.175828593972131,99.06126267316859,8
32.202780511137064,21.40917071046778,2.4061154661076842,6.444399990846175e-11,-7.215209673719658e-9,-6.36766479374643e-9,9.784426994,1.7404175407040832,22.580822938515794,109.31519198380441,9
38.68524701871185,15.474179026372173,2.611821845742419,5.449203043384468e-11,-7.2152096737447715e-9,-6.367664793746431e-9,8.656192911,1.8975096376121101,34.00287015948011,131.3657065765271,10
39.66269101406877,14.565786721509346,2.786056407118788,8.28301067872504e-11,-7.2152096737454704e-9,-6.367664793746431e-9,9.092088681,1.8827783639617763,36.343879670900016,155.20776565445854,11
39.68650937600788,14.569118789099287,2.9513771841148464,6.620706711563516e-11,-7.21520967374164e-9,-6.367664793746431e-9,12.32987813,1.8472883577724275,39.566245424049015,179.0692867120217,12
41.46714044784274,12.958109054295493,3.1261251326303694,5.804705058586495e-11,-7.215209673746868e-9,-6.367664793746431e-9,9.787916987,1.863063408232719,40.45168850923282,206.15286653589158,13
37.53178213592895,16.515298694590953,3.267300470753201,6.713293861878738e-11,-7.215209673732704e-9,-6.367664793746431e-9,13.82354352,1.7862416136557613,36.936824219385,226.11852580516265,14
34.46140502482551,19.215393119376593,3.4156659458823295,7.699744221786588e-11,-7.2152096737147655e-9,-6.367664793746431e-9,11.68856198,1.6926758032960691,28.96356696674266,240.60223711533914,15
29.646045809164775,23.376904947951523,3.5482096033522073,6.831803766110049e-11,-7.215209673638359e-9,-6.367664793746431e-9,12.28662929,1.3927187143109165,20.2476183032467,246.55792093349172,16
26.243689135024148,26.255370356412843,3.7012346943202665,0.001457634225819755,-7.215209673298743e-9,-6.367664793746431e-9,10.64418331,0.7957312485133503,11.63997301444124,246.54682377317246,17
21.84766015608308,30.069152833700592,3.833070019363518,0.0013338674468236016,-7.215209672907295e-9,-6.367664793746431e-9,9.367869155,0.42275280184912467,1.8306491643041818,238.73640572943583,18
19.235004128871694,32.312003661974444,4.012871738179066,0.0013241890214893137,-7.215209672911093e-9,-6.36766479374643e-9,12.39465148,-6.199088612971256e-17,6.199088612971256e-17,226.31325617298822,19
17.53571010852533,33.692567051309126,4.254290836965213,0.0013693226174926875,-7.215209672959656e-9,-6.367664793746431e-9,15.44467842,-5.630709172150993e-17,5.630709172150993e-17,210.9642420773436,20
16.613606238960596,34.27154664129878,4.596136431325417,0.001350750230850289,-7.215209673043867e-9,-6.367664793746431e-9,16.8985169,-4.853550647206045e-17,4.853550647206045e-17,194.18919869512234,21
16.57257407357478,33.89037213109926,5.111142785185153,0.001373384461138625,-7.215209673159421e-9,-6.36766479374643e-9,16.47170006,-3.8108508770510626e-17,3.8108508770510626e-17,177.7372905404741,22
17.61067081322261,32.308117226982624,5.931117391715685,0.0015329352157402358,-7.215209673302135e-9,-6.367664793746431e-9,13.68607957,-2.426081216707304e-17,2.426081216707304e-17,163.77471644740208,23
19.746405600654256,29.490907672141258,7.290948278327325,0.0015404602893727044,-7.215209673454174e-9,-6.367664793746432e-9,8.470248611,-6.409572230823346e-18,6.409572230823346e-18,154.5174394794894,24
21.314099682741325,26.768986290454407,9.521009019906302,0.0013635364533776534,-7.215209673573508e-9,-6.367664793746431e-9,3.892483486,1.620789542317046e-17,-1.620789542317046e-17,149.335297202162,25
20.33779257407248,25.941743645513622,11.779095567660542,0.0013554870781913777,-7.215209673636382e-9,-6.367664793746431e-9,3.97301733,5.005774028243933e-17,-5.005774028243933e-17,144.01154368429292,26
19.0455112930154,25.37898398030562,13.817952420567721,0.0016942433093185935,-7.215209673721146e-9,-6.36766479374643e-9,4.404666059,1.185338672798957e-16,-1.185338672798957e-16,137.9947446313672,27
