Battery Charge (kWh),Battery Discharge (kWh),Generator Production (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
0.0,3.891376272,0.0,3.891376272,0.0,0.0,104.04067582562003,1
0.0,3.858637756,0.0,3.858637756,0.0,0.0,100.37496995742003,2
0.0,3.963242994,0.0,3.963242994,0.0,0.0,96.60988911312003,3
0.0,4.132282962,0.0,4.132282962,0.0,0.0,92.68422029922003,4
0.0,4.581515179,0.0,4.581515179,0.0,0.0,88.33178087917003,5
0.0,5.162331822,0.0,5.162331822,0.0,0.0,83.42756564827003,6
1.0011616087163269,0.0,0.0,5.899239976,0.0,6.9004015847163265,84.37866917655055,7
7.939458258660649,0.0,0.0,8.815176394,0.0,16.75463465266065,91.92115452227816,8
0.0,0.0,0.0,9.263618488,14.65073643629786,9.263618488,91.92115452227816,9
23.434106324566343,0.0,0.0,8.48467442,0.0,31.91878074456634,114.18355553061619,10
26.117031200838515,0.0,0.0,8.487606357,0.0,34.604637557838515,138.99473517141277,11
20.69057712917965,0.0,0.0,15.40057905,0.0,36.09115617917965,158.65078344413342,12
26.125321970363142,0.0,0.0,8.686948972,0.0,34.81227094236314,183.46983931597842,13
0.0,0.0,0.0,9.345073048,21.272189283704982,9.345073048,183.46983931597842,14
9.627688176165986,0.0,0.0,13.98699289,0.0,23.614681066165986,192.6161430833361,15
1.3803440293683504,0.0,0.0,13.11970489,0.2624246191665076,14.50004891936835,193.92746991123605,16
0.0,3.7623284218326765,1.3062996532738866,10.5067569,0.0,5.438128824893437,190.353257910495,17
0.0,6.870304251494633,2.047957563505366,8.918261815,0.0,0.0,183.8264688715751,18
0.0,9.315629346726112,1.3062996532738866,10.621929,0.0,0.0,174.97662099218527,19
0.0,12.888404636726115,1.3062996532738866,14.19470429,0.0,0.0,162.73263658729547,20
0.0,15.648259056726115,1.3062996532738866,16.95455871,0.0,0.0,147.86679048340568,21
0.0,19.170653276726114,1.3062996532738866,20.47695293,0.0,0.0,129.65466987051587,22
0.0,16.133005026726114,1.3062996532738866,17.43930468,0.0,0.0,114.32831509512607,23
0.0,6.937717695901092,3.130837004098908,10.0685547,0.0,0.0,107.73748328402003,24
