Battery Charge (kWh),Battery Discharge (kWh),Generator Production (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
0.0,3.892483486,0.0,3.892483486,0.0,0.0,104.03962397232003,1
0.0,3.97301733,0.0,3.97301733,0.0,0.0,100.26525750882003,2
0.0,4.404666059,0.0,4.404666059,0.0,0.0,96.08082475277003,3
0.0,4.530259663,0.0,4.530259663,0.0,0.0,91.77707807292003,4
0.0,5.036884463,0.0,5.036884463,0.0,0.0,86.99203783307003,5
0.0,5.738301168,0.0,5.738301168,0.0,0.0,81.54065172347003,6
0.0,3.131962998838667,0.0,6.656826109,0.0,3.524863110161333,78.5652868745733,7
0.0,0.0,0.0,9.947372637,3.1627752700557323,9.947372637,78.5652868745733,8
0.0,0.0,0.0,9.784426994,11.88214298065039,9.784426994,78.5652868745733,9
23.32564994174472,0.0,0.0,8.656192911,0.0,31.981842852744723,100.72465431923078,10
24.962118460161868,0.0,0.0,9.092088681,0.0,34.05420714116187,124.43866685638456,11
24.130892521510518,0.0,0.0,12.32987813,0.4324638176781832,36.460770651510515,147.36301475181955,12
27.908167395006263,0.0,0.0,9.787916987,0.0,37.69608438200626,173.8757737770755,13
43.094993313608015,22.422104950480524,0.0,13.82354352,0.0,34.49643188312749,193.5150177220466,14
0.0,0.0,0.0,11.68856198,15.621542934443884,11.68856198,193.5150177220466,15
0.0,0.0,0.0,12.28662929,6.991658619144044,12.28662929,193.5150177220466,16
0.4341601991467936,0.0,0.0,10.64418331,0.0,11.078343509146794,193.92746991123605,17
0.0,7.360426671858965,0.0,9.367869155,0.0,2.0074424831410345,186.93506457297002,18
0.0,12.39465148,0.0,12.39465148,0.0,0.0,175.16014566697,19
0.0,15.44467842,0.0,15.44467842,0.0,0.0,160.48770116797002,20
0.0,16.8985169,0.0,16.8985169,0.0,0.0,144.43411011297002,21
0.0,16.47170006,0.0,16.47170006,0.0,0.0,128.78599505597003,22
29.408913743608014,43.094993313608015,0.0,13.68607957,0.0,0.0,115.78421946447003,23
0.0,8.470248611,0.0,8.470248611,0.0,0.0,107.73748328402003,24
