Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
7.794019456094223,11.624069772582985,1.3839938405354448,2.1586602999700426e-24,-3.149901125783673e-9,-8.670589300317725e-9,-1.7390938507325015e-9,3.71310055,-9.06184332939141e-9,9.06184332939141e-9,47.86363832885721,1
7.892079745882441,11.87500399270577,0.8476891777774214,-4.680655020014821e-11,-3.1483483944834e-9,-8.67419869339274e-9,2.3913588513000954e-9,3.850246513,-9.061843329375953e-9,9.061843329375953e-9,44.07986029437505,2
7.9291474622847,11.983042654600089,0.6252224038380136,-5.504733580971532e-10,-3.146785804360833e-9,-8.676549933178488e-9,1.4782715465460194e-8,3.922147577,-9.061843329357158e-9,9.061843329357158e-9,40.22865986167543,3
7.539200596712528,12.452889718005617,0.5045018276752037,1.716001975688684e-10,-3.1453213075626105e-9,-8.676400095244371e-9,0.04394132431029512,4.840740008,-9.061843329337166e-9,9.061843329337166e-9,35.560655196447,4
7.184424943366802,12.771453141429175,0.5500608791248088,-2.3732363418680993e-10,-3.145321308500487e-9,-8.676400095239248e-9,0.043810430063396,5.504500008,-9.061843329308541e-9,9.061843329308541e-9,30.25297840828775,5
7.071320233545892,12.845995665630888,0.609536724792239,3.7320194845536476e-10,-3.145321310573524e-9,-8.676400095227899e-9,0.04352403119367401,5.692869978,-9.061843329245298e-9,9.061843329245298e-9,24.767036747807005,6
7.745995077917683,12.112786242178384,0.6910038136927014,-5.659691613883211e-10,-3.145321315547327e-9,-8.67640009520067e-9,0.04285201556478611,6.871955753,-9.046818405522572e-9,2.5970103017317365,20.618585141759336,7
9.936106890117049,9.954749374552554,0.7974439225983451,-9.325804699412433e-11,-3.1453220600400018e-9,-8.676400091111122e-9,0.012950292928453606,8.40650595,-9.046818405522572e-9,8.493889247526852,20.60087478154561,8
13.084371020190611,7.064220184809439,0.9117637755133495,1.7375992848140812e-11,-3.185712559740629e-9,-8.675945157778452e-9,3.476147126436995e-7,8.899747882,-9.044271109814872e-9,15.041868673737959,26.320018075157723,9
16.234687950632324,4.355065313624851,1.014638707918486,2.5907925852945012e-11,-3.1857125666259487e-9,-8.67594515774134e-9,3.476146916955735e-7,8.537873092,-9.044271109814872e-9,20.534484647465153,37.60565958031482,10
18.30009965320127,2.3816967683169006,1.1006591015457015,5.263668644604944e-11,-3.1857125726158936e-9,-8.675945157709065e-9,3.4761467345564976e-7,8.002153308,-9.044271109814872e-9,24.068541757692017,52.72814232095497,11
18.776716456596706,1.8695787535824153,1.1717102038093015,1.1166303621622854e-11,-3.1857125763905255e-9,-8.675945157688769e-9,3.476146619086928e-7,8.720917636,-9.044271109814872e-9,25.761047180510857,68.78992313881855,12
18.091806252075955,2.583061541915254,1.2339372326556508,5.555130363540078e-12,-3.1857125758199405e-9,-8.675945157692056e-9,3.476146634083612e-7,9.809463876,-9.044271109814872e-9,25.443305691420935,83.52323061347121,13
14.928521748208501,5.438972025778679,1.2814803282276763,1.1400168604020538e-11,-3.1857125731276785e-9,-8.675945157706777e-9,3.476146713553873e-7,13.25056101,-9.044271109814872e-9,22.874762766512234,92.53830284977954,14
9.917586411137165,9.74323709153185,1.2971261907096323,1.993350772872273e-11,-3.1857124941604247e-9,-8.675945158138636e-9,-9.355168691734429e-11,18.10402886,-9.044267557101193e-9,18.422047187783082,92.70393470340458,15
9.009051589709813,10.452702740107851,1.3563197647978351,0.0025436952335485727,-3.145321000517068e-9,-8.676400096931315e-9,2.1211910446009794,15.91283643,-9.046818405522572e-9,12.480409714389076,91.33246611052644,16
8.173651803383342,11.066059711531434,1.4170732400083697,0.0025265661756166593,-3.1453209944288562e-9,-8.67640009696452e-9,7.121365916714459,15.58021407,-9.046818405522572e-9,5.6979641190039825,88.58467859778575,17
9.277747164429337,10.201230370437553,1.5348185269931842,0.0023120370920232786,-3.145320993944052e-9,-8.676400096967038e-9,12.628078377713022,14.01421239,-9.046818516544874e-9,0.5830070958632241,87.70736955207795,18
9.610686398747987,9.793640407910342,1.6567887421856493,0.0022952611547772065,-3.1453209938725793e-9,-8.676400096967372e-9,16.040452317009905,16.10392341,-9.06184333887789e-9,9.06184333887789e-9,87.53356324337372,19
9.193559456706637,10.043875269185474,1.780489979312401,0.002373492721183246,-3.145320993799589e-9,-8.676400096967749e-9,19.11271848469925,19.83947905,-9.061843338880255e-9,9.061843338880255e-9,86.72576322151882,20
8.000955108848174,11.059501206986956,1.8933625525823436,0.002341300584336592,-3.1453209939926355e-9,-8.676400096966677e-9,15.576784066164166,18.51345079,-9.061843338874451e-9,9.061843338874451e-9,83.82014442828698,21
5.776623320053537,13.12777159368725,1.9169774483293986,0.002380533316141392,-3.1453209946211778e-9,-8.67640009696322e-9,9.81864425703878,17.04587092,-9.061843338855367e-9,9.061843338855367e-9,76.83655356833495,22
4.433119585139374,14.362104877706104,1.9478534500306979,0.002657087891479138,-3.145320996532271e-9,-8.676400096952719e-9,4.275732449320159,14.06639954,-9.061843338797256e-9,9.061843338797256e-9,67.40401754039655,23
5.647182745438451,12.74271403355814,2.5060299087286118,0.00267013135244175,-3.145321001363248e-9,-8.676400096926185e-9,1.6871136740324373,8.643647509,-9.06184333865033e-9,9.06184333865033e-9,60.66326281668285,24
