Generator Production (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),Time Step
3.892483486,3.892483486,0.0,0.0,1
3.97301733,3.97301733,0.0,0.0,2
4.404666059,4.404666059,0.0,0.0,3
4.530259663,4.530259663,0.0,0.0,4
5.036884463,5.036884463,0.0,0.0,5
5.738301168,5.738301168,0.0,0.0,6
5.478801650084139,6.656826109,2.220446049250313e-16,1.1780244589158608,7
5.56590464467012,9.947372637,0.0,4.381467992329881,8
2.5433658312639684,9.784426994,0.0,7.241061162736032,9
0.0,8.656192911,2.0322769513125536,8.656192911,10
0.0,9.092088681,2.2889742674104188,9.092088681,11
0.0,12.32987813,0.0,12.32987813,12
0.0,9.787916987,2.8102770476406995,9.787916987,13
2.294687154911502,13.82354352,0.0,11.528856365088497,14
2.561407092189153,11.68856198,0.0,9.127154887810846,15
5.843742297445517,12.28662929,8.881784197001252e-16,6.442886992554484,16
6.941753113370501,10.64418331,0.0,3.7024301966295,17
8.696973216320925,9.367869155,0.0,0.6708959386790745,18
12.39465148,12.39465148,0.0,0.0,19
15.44467842,15.44467842,0.0,0.0,20
16.8985169,16.8985169,0.0,0.0,21
16.47170006,16.47170006,0.0,0.0,22
13.68607957,13.68607957,0.0,0.0,23
8.470248611,8.470248611,0.0,0.0,24
