Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
7.6093341288162835,11.738745507119159,1.3947545572016449,1.3335747631715416e-6,-8.644018270169098e-9,-8.644011578259182e-9,-9.999435736677108e-9,4.060634208,-1.3566189261686863e-15,1.3566189261686863e-15,47.26944085368898,1
7.700113854862914,11.988767747154528,0.8604481031412883,9.148591115144384e-7,-8.644018286973285e-9,-8.64400956812358e-9,-9.999415584415576e-9,4.219408109,-1.1845605491441541e-15,1.1845605491441541e-15,43.19521965601193,2
7.408469973246618,12.440521875543563,0.6369788034268317,-9.99089782509223e-9,-8.644018297439216e-9,-8.644007390455152e-9,-9.99939393939393e-9,4.961969356,-1.2322262769711626e-15,1.2322262769711626e-15,38.414770348829826,3
7.363276303607994,12.571676802580612,0.5191215924416174,-8.001315764305305e-9,-8.644018324215868e-9,-8.64400502326319e-9,-9.999370629370622e-9,5.137053824,-8.180050706939849e-16,8.180050706939849e-16,33.466789874805855,4
7.330735449394107,12.56474963384463,0.5715058397832614,-5.621192961684596e-9,-8.644018344480218e-9,-8.644005023151114e-9,-9.999370629370629e-9,5.161052641,-2.0456429401558536e-16,2.0456429401558536e-16,28.494476399577852,5
7.177520180194451,12.678959556209852,0.6355100964863126,0.0003339168036173063,-8.644018334550392e-9,-8.644005023206032e-9,-9.999370649175995e-9,5.426296986,-5.051948951282767e-16,5.051948951282767e-16,23.268108992363214,6
8.473409722914207,11.319826832816036,0.7238103135248792,-8.090344247644651e-9,-8.644018344855333e-9,-8.64400502314904e-9,-9.999370629370629e-9,6.200015786,0.0821666326179531,3.4321536260975978,20.564012737956478,7
11.204774889166515,8.716436665579915,0.8294963634031469,-9.993570722586046e-9,-8.644018351457082e-9,-8.644005023112531e-9,-9.999370629370629e-9,8.033416645,0.8305719461773862,11.164155096707725,22.92793405036375,8
15.070556168703108,5.249756121136072,0.9359564889854987,2.9689151910659227e-8,-8.64401833055841e-9,-8.644005023228114e-9,-9.999370629370626e-9,8.068966743,1.4583913625159468,19.05630900110233,32.25769409555244,9
16.478085611340674,3.8625363810337348,1.0214609874081333,1.2397411723269601e-9,-8.644018342427116e-9,-8.644005023162473e-9,-9.999370629370627e-9,7.710740108,2.41618294597135,22.562800694868443,44.24246586434402,10
17.136437326262715,3.307583926242757,1.0965121750529605,7.314763253607524e-14,-8.644018349639547e-9,-8.644005023122586e-9,-9.999370629370629e-9,7.114797443,3.990207673710721,25.395394432181018,57.37987659436298,11
16.262936356569117,4.227367526780862,1.1602798726705585,2.930322994101895e-12,-8.644018349575444e-9,-8.644005023122937e-9,-9.999370629370629e-9,8.88547301,4.619193723485587,26.685922236933596,68.81366698266184,12
14.786011660271711,5.224986554785415,1.2215027791977975,6.22172603947532e-11,-8.644018349449256e-9,-8.644005023123633e-9,-9.999370629370629e-9,9.026922076,5.662187653537103,24.679919649268786,77.8966408328738,13
13.949297379202347,6.318817315600637,1.2812903081635652,3.9325406940490313e-13,-8.6440183465753e-9,-8.644005023139528e-9,-9.999370629370629e-9,9.268428339,4.602958078751193,21.806488537316064,85.14559689329543,14
12.616905196097107,7.492086668483314,1.3414462453462523,1.8498269078306343e-14,-8.644018349178068e-9,-8.644005023125135e-9,-9.999370629370629e-9,9.438550076,3.5533100818032786,18.286964678705118,90.01417449452855,15
10.991152212627007,8.74682325577549,1.4004868491200326,0.016275990624610933,-8.644018354605625e-9,-8.644005023095117e-9,-9.99937062937063e-9,9.904921441,1.8699741419244607,13.95887808191934,92.14628700353747,16
9.305932647733279,10.098604309220306,1.455617652161933,0.012179945149856089,2.6357030451904212e-9,-8.799505820951602e-9,0.6693799161693064,9.354557774,-9.999368444368884e-9,7.892506100163013,91.39324892512481,17
8.180567488960577,10.999882225410508,1.5200984426363677,0.008707445897896482,2.6357030451905126e-9,-8.799505820951604e-9,6.041958980588443,9.22444803,-9.999370498281479e-9,0.36317421808206973,88.71489992549738,18
9.393889451841499,9.952096186447097,1.662196789604801,0.01734592490514667,2.6357030451905106e-9,-8.799505820951604e-9,11.357011463607778,11.91521833,-9.999370649175998e-9,9.999370649175998e-9,88.18460352762204,19
9.518266005080495,9.858422678537709,1.7968459810001807,0.008404253460059106,2.6357030451905073e-9,-8.799505820951604e-9,15.541824165088531,15.88198101,-9.999370649175995e-9,9.999370649175995e-9,87.8614546878377,20
8.236277194313224,11.058301690080953,1.897202437906002,0.007768302666615085,2.6357030451905114e-9,-8.799505820951604e-9,16.558827267789304,19.38085197,-9.999370649175996e-9,9.999370649175996e-9,85.18053141685833,21
5.707158424771231,13.239890737700609,1.8976607163879657,0.02005977905602752,2.6357030451905205e-9,-8.799505820951604e-9,11.309578016013074,18.84231053,-9.999370649176e-9,9.999370649176e-9,78.02443571957542,22
4.3728112331713955,14.335302649523046,1.9291918366686411,0.021154348242921756,2.6357030451905275e-9,-8.799505820951604e-9,4.220003429188958,14.182495,-9.999370649176e-9,9.999370649176e-9,68.56006887404136,23
5.50556255998221,12.819325747811977,2.466988167320106,0.014527501110844103,2.6357030451905275e-9,-8.799505820951604e-9,1.7372243970259107,9.050987688,-9.999370649176e-9,9.999370649176e-9,61.6119938456031,24
7.41412457562143,10.454968057599519,3.490185888044273,0.012172315050155317,2.6357030451905304e-9,-8.799505820951604e-9,1.0197906727811261,4.060634208,-9.999370649176e-9,9.999370649176e-9,58.723192537723925,25
